Result file for: SPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 9/6/2016 2:14:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Response codes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0: No response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1: False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2: False Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3: User was unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4: Correct positive response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5: Correct negative response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Responses:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9:11] HQ: General Status Update-Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9:14] You: Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9:29] HQ: Detected One Missed Chat Message- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9:34] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10:11] HQ: Did UAV 7 Experience a Fuel Leak?-Respond (Yes/No),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10:16] You: No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10:49] HQ: Was UAV 8 ever in the NFZ?-Respond (Yes/No),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10:55] You: No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11:12] HQ: Detected Another UAV Loss- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11:17] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11:51] HQ: General Status Update-Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11:53] You: Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13:48] HQ: Was UAV 10 Headed for the NFZ?-Respond (Good/Bad),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13:54] You: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14:48] HQ: Detected Another Missed Chat Message- Respond (Confirm/Deny),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14:56] You: Deny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 11 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 13 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 9 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 15 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 12 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 4 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 14 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 8 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 1 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 7 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 2 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 5 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 6 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15:00] UAV 3 finished its route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miscellaneous Timestamps:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.23764,Fixed fuel in UAV #14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.48926,Fixed fuel in UAV #9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.27556,Rerouted UAV #16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.3777,Fixed fuel in UAV #12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.9339,Fixed fuel in UAV #14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.046,Rerouted UAV #6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.4511,Fixed fuel in UAV #9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.5263,Fixed fuel in UAV #4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.2738,Fixed fuel in UAV #15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.815,Fixed fuel in UAV #7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464.8046,Rerouted UAV #6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.3067,Fixed fuel in UAV #4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632.4421,Fixed fuel in UAV #14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690.6108,Fixed fuel in UAV #4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736.8674,Fixed fuel in UAV #9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.2439,Fixed fuel in UAV #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
